archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,progression-free survival: 10,1,1,0
1,progression-free survival: 11,1,1,0
1,progression-free survival: 12,1,1,0
1,progression-free survival: 13,1,1,0
1,progression-free survival: 14,1,1,0
1,progression-free survival: 15,1,1,0
1,progression-free survival: 18,1,1,0
1,progression-free survival: 2,1,1,0
1,progression-free survival: 22,1,1,0
1,progression-free survival: 27,1,1,0
1,progression-free survival: 3,1,1,0
1,progression-free survival: 32,1,1,0
1,progression-free survival: 36,1,1,0
1,progression-free survival: 39,1,1,0
1,progression-free survival: 40,1,1,0
1,progression-free survival: 48,1,1,0
1,progression-free survival: 5,1,1,0
1,progression-free survival: 6,1,1,0
1,progression-free survival: 7,1,1,0
1,progression-free survival: 74,1,1,0
1,progression-free survival: 9,1,1,0
1,progression-free survival: 93,1,1,0
1,pfs cluster: Poor,1,1,0
2,overall survival: 13,0.096914,1,1
2,overall survival: 15,0.096914,1,1
2,overall survival: 58,0.096914,1,1
2,progression-free survival: NA,0.11695,1,1
2,pfs cluster: NA,0.11695,1,1
2,response cluster: None,0.18661,1,1
2,overall survival: NA,0.18661,1,1
2,response cluster: Poor,0.36271,1,0
2,response cluster: Exceptional,0.68634,1,0
2,response cluster: Average,1,1,0
2,overall survival: 10,1,1,0
2,overall survival: 106,1,1,0
2,overall survival: 11,1,1,0
2,overall survival: 115,1,1,0
2,overall survival: 12,1,1,0
2,overall survival: 16,1,1,0
2,overall survival: 164,1,1,0
2,overall survival: 17,1,1,0
2,overall survival: 19,1,1,0
2,overall survival: 2,1,1,0
2,overall survival: 20,1,1,0
2,overall survival: 21,1,1,0
2,overall survival: 22,1,1,0
2,overall survival: 23,1,1,0
2,overall survival: 25,1,1,0
2,overall survival: 27,1,1,0
2,overall survival: 28,1,1,0
2,overall survival: 29,1,1,0
2,overall survival: 3,1,1,0
2,overall survival: 30,1,1,0
2,overall survival: 31,1,1,0
2,overall survival: 32,1,1,0
2,overall survival: 33,1,1,0
2,overall survival: 34,1,1,0
2,overall survival: 38,1,1,0
2,overall survival: 39,1,1,0
2,overall survival: 4,1,1,0
2,overall survival: 42,1,1,0
2,overall survival: 43,1,1,0
2,overall survival: 46,1,1,0
2,overall survival: 48,1,1,0
2,overall survival: 5,1,1,0
2,overall survival: 65,1,1,0
2,overall survival: 69,1,1,0
2,overall survival: 7,1,1,0
2,overall survival: 72,1,1,0
2,overall survival: 76,1,1,0
2,overall survival: 77,1,1,0
2,overall survival: 79,1,1,0
2,overall survival: 8,1,1,0
2,overall survival: 84,1,1,0
2,overall survival: 90,1,1,0
2,overall survival: 95,1,1,0
2,progression-free survival: 10,1,1,0
2,progression-free survival: 11,1,1,0
2,progression-free survival: 12,1,1,0
2,progression-free survival: 13,1,1,0
2,progression-free survival: 14,1,1,0
2,progression-free survival: 15,1,1,0
2,progression-free survival: 18,1,1,0
2,progression-free survival: 2,1,1,0
2,progression-free survival: 22,1,1,0
2,progression-free survival: 23,1,1,0
2,progression-free survival: 27,1,1,0
2,progression-free survival: 3,1,1,0
2,progression-free survival: 32,1,1,0
2,progression-free survival: 36,1,1,0
2,progression-free survival: 37,1,1,0
2,progression-free survival: 39,1,1,0
2,progression-free survival: 40,1,1,0
2,progression-free survival: 48,1,1,0
2,progression-free survival: 5,1,1,0
2,progression-free survival: 6,1,1,0
2,progression-free survival: 7,1,1,0
2,progression-free survival: 74,1,1,0
2,progression-free survival: 9,1,1,0
2,progression-free survival: 93,1,1,0
2,pfs cluster: Average,1,1,0
2,pfs cluster: Exceptional,1,1,0
2,pfs cluster: Poor,1,1,0
3,response cluster: Average,0.021614,1,1
3,overall survival: 22,0.096914,1,1
3,overall survival: 38,0.096914,1,1
3,progression-free survival: NA,0.11695,1,1
3,pfs cluster: NA,0.11695,1,1
3,overall survival: 19,0.14264,1,1
3,overall survival: 34,0.14264,1,1
3,response cluster: Exceptional,1,1,0
3,response cluster: None,1,1,0
3,response cluster: Poor,1,1,0
3,overall survival: 10,1,1,0
3,overall survival: 106,1,1,0
3,overall survival: 11,1,1,0
3,overall survival: 115,1,1,0
3,overall survival: 12,1,1,0
3,overall survival: 13,1,1,0
3,overall survival: 15,1,1,0
3,overall survival: 16,1,1,0
3,overall survival: 164,1,1,0
3,overall survival: 17,1,1,0
3,overall survival: 2,1,1,0
3,overall survival: 20,1,1,0
3,overall survival: 21,1,1,0
3,overall survival: 23,1,1,0
3,overall survival: 25,1,1,0
3,overall survival: 27,1,1,0
3,overall survival: 28,1,1,0
3,overall survival: 29,1,1,0
3,overall survival: 3,1,1,0
3,overall survival: 30,1,1,0
3,overall survival: 31,1,1,0
3,overall survival: 32,1,1,0
3,overall survival: 33,1,1,0
3,overall survival: 39,1,1,0
3,overall survival: 4,1,1,0
3,overall survival: 42,1,1,0
3,overall survival: 43,1,1,0
3,overall survival: 46,1,1,0
3,overall survival: 48,1,1,0
3,overall survival: 5,1,1,0
3,overall survival: 58,1,1,0
3,overall survival: 65,1,1,0
3,overall survival: 69,1,1,0
3,overall survival: 7,1,1,0
3,overall survival: 72,1,1,0
3,overall survival: 76,1,1,0
3,overall survival: 77,1,1,0
3,overall survival: 79,1,1,0
3,overall survival: 8,1,1,0
3,overall survival: 84,1,1,0
3,overall survival: 90,1,1,0
3,overall survival: 95,1,1,0
3,overall survival: NA,1,1,0
3,progression-free survival: 10,1,1,0
3,progression-free survival: 11,1,1,0
3,progression-free survival: 12,1,1,0
3,progression-free survival: 13,1,1,0
3,progression-free survival: 14,1,1,0
3,progression-free survival: 15,1,1,0
3,progression-free survival: 18,1,1,0
3,progression-free survival: 2,1,1,0
3,progression-free survival: 22,1,1,0
3,progression-free survival: 23,1,1,0
3,progression-free survival: 27,1,1,0
3,progression-free survival: 3,1,1,0
3,progression-free survival: 32,1,1,0
3,progression-free survival: 36,1,1,0
3,progression-free survival: 37,1,1,0
3,progression-free survival: 39,1,1,0
3,progression-free survival: 40,1,1,0
3,progression-free survival: 48,1,1,0
3,progression-free survival: 5,1,1,0
3,progression-free survival: 6,1,1,0
3,progression-free survival: 7,1,1,0
3,progression-free survival: 74,1,1,0
3,progression-free survival: 9,1,1,0
3,progression-free survival: 93,1,1,0
3,pfs cluster: Average,1,1,0
3,pfs cluster: Exceptional,1,1,0
3,pfs cluster: Poor,1,1,0
4,overall survival: 164,0.049383,1,1
4,overall survival: 28,0.049383,1,1
4,overall survival: 29,0.049383,1,1
4,progression-free survival: NA,0.11695,1,1
4,pfs cluster: NA,0.11695,1,1
4,overall survival: 12,0.14264,1,1
4,response cluster: Average,0.51829,1,0
4,response cluster: Exceptional,0.68634,1,0
4,response cluster: Poor,0.77924,1,0
4,response cluster: None,1,1,0
4,overall survival: 10,1,1,0
4,overall survival: 106,1,1,0
4,overall survival: 11,1,1,0
4,overall survival: 115,1,1,0
4,overall survival: 13,1,1,0
4,overall survival: 15,1,1,0
4,overall survival: 16,1,1,0
4,overall survival: 17,1,1,0
4,overall survival: 19,1,1,0
4,overall survival: 2,1,1,0
4,overall survival: 20,1,1,0
4,overall survival: 21,1,1,0
4,overall survival: 22,1,1,0
4,overall survival: 23,1,1,0
4,overall survival: 25,1,1,0
4,overall survival: 27,1,1,0
4,overall survival: 3,1,1,0
4,overall survival: 30,1,1,0
4,overall survival: 31,1,1,0
4,overall survival: 32,1,1,0
4,overall survival: 33,1,1,0
4,overall survival: 34,1,1,0
4,overall survival: 38,1,1,0
4,overall survival: 39,1,1,0
4,overall survival: 4,1,1,0
4,overall survival: 42,1,1,0
4,overall survival: 43,1,1,0
4,overall survival: 46,1,1,0
4,overall survival: 48,1,1,0
4,overall survival: 5,1,1,0
4,overall survival: 58,1,1,0
4,overall survival: 65,1,1,0
4,overall survival: 69,1,1,0
4,overall survival: 7,1,1,0
4,overall survival: 72,1,1,0
4,overall survival: 76,1,1,0
4,overall survival: 77,1,1,0
4,overall survival: 79,1,1,0
4,overall survival: 8,1,1,0
4,overall survival: 84,1,1,0
4,overall survival: 90,1,1,0
4,overall survival: 95,1,1,0
4,overall survival: NA,1,1,0
4,progression-free survival: 10,1,1,0
4,progression-free survival: 11,1,1,0
4,progression-free survival: 12,1,1,0
4,progression-free survival: 13,1,1,0
4,progression-free survival: 14,1,1,0
4,progression-free survival: 15,1,1,0
4,progression-free survival: 18,1,1,0
4,progression-free survival: 2,1,1,0
4,progression-free survival: 22,1,1,0
4,progression-free survival: 23,1,1,0
4,progression-free survival: 27,1,1,0
4,progression-free survival: 3,1,1,0
4,progression-free survival: 32,1,1,0
4,progression-free survival: 36,1,1,0
4,progression-free survival: 37,1,1,0
4,progression-free survival: 39,1,1,0
4,progression-free survival: 40,1,1,0
4,progression-free survival: 48,1,1,0
4,progression-free survival: 5,1,1,0
4,progression-free survival: 6,1,1,0
4,progression-free survival: 7,1,1,0
4,progression-free survival: 74,1,1,0
4,progression-free survival: 9,1,1,0
4,progression-free survival: 93,1,1,0
4,pfs cluster: Average,1,1,0
4,pfs cluster: Exceptional,1,1,0
4,pfs cluster: Poor,1,1,0
5,overall survival: 20,0.096914,1,1
5,overall survival: 42,0.096914,1,1
5,progression-free survival: 11,0.096914,1,1
5,overall survival: 19,0.14264,1,1
5,overall survival: 5,0.14264,1,1
5,response cluster: Average,0.16769,1,1
5,progression-free survival: NA,0.46002,1,0
5,pfs cluster: NA,0.46002,1,0
5,pfs cluster: Average,0.56681,1,0
5,response cluster: Poor,0.77924,1,0
5,response cluster: Exceptional,1,1,0
5,response cluster: None,1,1,0
5,overall survival: 10,1,1,0
5,overall survival: 106,1,1,0
5,overall survival: 11,1,1,0
5,overall survival: 115,1,1,0
5,overall survival: 12,1,1,0
5,overall survival: 13,1,1,0
5,overall survival: 15,1,1,0
5,overall survival: 16,1,1,0
5,overall survival: 164,1,1,0
5,overall survival: 17,1,1,0
5,overall survival: 2,1,1,0
5,overall survival: 21,1,1,0
5,overall survival: 22,1,1,0
5,overall survival: 23,1,1,0
5,overall survival: 25,1,1,0
5,overall survival: 27,1,1,0
5,overall survival: 28,1,1,0
5,overall survival: 29,1,1,0
5,overall survival: 3,1,1,0
5,overall survival: 30,1,1,0
5,overall survival: 31,1,1,0
5,overall survival: 32,1,1,0
5,overall survival: 33,1,1,0
5,overall survival: 34,1,1,0
5,overall survival: 38,1,1,0
5,overall survival: 39,1,1,0
5,overall survival: 4,1,1,0
5,overall survival: 43,1,1,0
5,overall survival: 46,1,1,0
5,overall survival: 48,1,1,0
5,overall survival: 58,1,1,0
5,overall survival: 65,1,1,0
5,overall survival: 69,1,1,0
5,overall survival: 7,1,1,0
5,overall survival: 72,1,1,0
5,overall survival: 76,1,1,0
5,overall survival: 77,1,1,0
5,overall survival: 79,1,1,0
5,overall survival: 8,1,1,0
5,overall survival: 84,1,1,0
5,overall survival: 90,1,1,0
5,overall survival: 95,1,1,0
5,overall survival: NA,1,1,0
5,progression-free survival: 10,1,1,0
5,progression-free survival: 12,1,1,0
5,progression-free survival: 13,1,1,0
5,progression-free survival: 14,1,1,0
5,progression-free survival: 15,1,1,0
5,progression-free survival: 18,1,1,0
5,progression-free survival: 2,1,1,0
5,progression-free survival: 22,1,1,0
5,progression-free survival: 23,1,1,0
5,progression-free survival: 27,1,1,0
5,progression-free survival: 3,1,1,0
5,progression-free survival: 32,1,1,0
5,progression-free survival: 36,1,1,0
5,progression-free survival: 37,1,1,0
5,progression-free survival: 39,1,1,0
5,progression-free survival: 40,1,1,0
5,progression-free survival: 48,1,1,0
5,progression-free survival: 5,1,1,0
5,progression-free survival: 6,1,1,0
5,progression-free survival: 7,1,1,0
5,progression-free survival: 74,1,1,0
5,progression-free survival: 9,1,1,0
5,progression-free survival: 93,1,1,0
5,pfs cluster: Exceptional,1,1,0
5,pfs cluster: Poor,1,1,0
