ABHD13	2.66	2.79	2.85	3.19	2.86
ABHD14A	3.18	3.68	2.96	2.91	4.16
ABHD14B	1.80	2.98	2.62	1.79	2.80
ABHD15	0.82	3.18	2.96	2.29	3.07
ABHD16A	2.99	3.93	3.39	3.86	4.26
ABHD16B	1.10	2.97	2.35	2.94	3.67
ABHD2	1.51	4.01	3.52	4.17	4.95
ABHD3	3.97	4.32	3.82	4.22	4.62
ABHD4	2.62	3.84	3.11	4.07	3.79
ABHD5	2.34	2.86	2.60	3.09	2.94
ABHD6	1.31	2.86	1.79	2.13	2.28
ABHD8	3.14	3.83	3.04	3.28	4.71
ABI1	1.48	2.08	2.06	1.75	2.14
ABI2	3.14	3.73	4.09	5.15	4.90
ABI3	0.70	3.67	2.53	1.43	1.47
ABI3BP	0.68	4.12	2.88	1.51	1.32
ABL1	1.97	3.76	3.44	4.11	4.63
ABL2	-0.02	0.84	1.19	1.46	1.41
ABLIM1	1.39	2.64	2.23	2.31	3.33
ABLIM2	0.76	1.18	0.23	1.88	2.85
ABLIM3	-0.15	2.31	1.83	2.84	2.58
ABO	0.55	1.94	1.61	1.52	2.53
ABR	0.51	3.46	2.87	3.07	4.62
ABT1	4.00	3.96	3.94	3.62	4.42
ABTB1	1.93	3.48	2.34	4.09	3.58
ABTB2	1.42	2.46	1.10	3.67	2.17
ACAA1	1.94	3.69	3.08	2.61	2.79
ACAA2	5.47	5.27	4.83	5.87	5.32
ACACA	0.41	1.63	2.16	2.26	3.28
ACACB	-0.13	2.16	2.55	2.92	2.34
ACAD10	1.03	2.50	2.54	2.85	3.21
ACAD11	1.40	3.27	3.27	3.88	3.97
ACAD8	2.57	3.53	3.66	3.93	4.21
ACAD9	3.64	4.04	3.67	4.25	4.09
ACADL	-0.30	1.19	1.23	1.27	0.76
ACADM	3.65	3.69	3.76	4.12	3.73
ACADS	2.74	3.67	3.07	2.90	3.93
ACADSB	1.88	2.45	4.23	2.37	3.15
ACADVL	2.44	4.75	4.88	4.17	5.36
ACAN	-0.21	0.37	0.54	0.55	1.66
ACAP1	0.06	4.54	3.30	1.37	1.59
ACAP2	2.91	3.86	3.50	4.38	4.44
ACAP3	2.60	3.59	4.17	5.40	6.00
ACAT1	3.82	4.19	4.00	3.82	4.13
ACAT2	5.00	4.50	4.53	5.44	4.18
ACBD3	3.11	4.29	4.39	4.45	4.53
ACBD4	0.35	1.57	1.34	1.47	1.99
ACBD5	1.70	2.78	3.33	2.77	3.40
ACBD6	4.81	4.45	4.58	5.07	4.86
ACBD7	3.50	2.59	1.92	4.39	3.94
ACCS	0.28	1.79	2.35	1.89	1.82
ACD	1.79	2.22	2.40	3.02	3.38
ACE	0.50	3.32	2.62	2.32	3.05
ACER2	0.68	1.87	1.25	3.28	2.94
ACER3	1.73	2.93	2.85	3.27	3.13
ACHE	-0.39	1.16	0.76	0.76	1.13
ACIN1	2.07	3.23	3.88	4.36	4.82
ACLY	3.62	4.47	4.37	5.05	4.93
ACO1	3.03	4.00	3.51	3.55	3.67
ACO2	3.55	4.92	4.70	4.97	5.60
ACOT1	2.21	2.10	2.03	1.74	1.92
ACOT11	0.50	1.79	1.02	1.68	2.86
ACOT12	-0.18	-0.02	0.11	0.07	0.42
ACOT13	2.38	2.49	2.60	2.33	2.62
ACOT2	3.04	3.35	3.27	3.40	3.84
ACOT4	2.53	2.34	2.29	2.48	2.10
ACOT7	3.26	3.35	2.85	3.64	3.86
ACOT8	3.61	3.85	3.76	3.80	4.23
ACOT9	1.69	3.51	3.62	2.55	2.78
ACOX1	1.07	2.20	2.52	2.36	3.02
ACOX2	-0.25	2.44	1.28	1.98	1.56
ACOX3	0.64	2.16	2.22	1.83	2.82
ACOXL	0.35	1.41	1.20	0.82	2.81
ACP1	4.66	3.96	4.28	4.18	4.48
ACP2	2.27	4.20	3.67	3.27	3.79
ACP5	2.01	5.24	3.94	1.86	2.63
ACP6	1.86	2.54	3.71	2.54	2.81
ACPP	0.06	1.70	1.52	0.56	0.87
ACR	0.22	0.59	0.45	0.52	1.11
ACRBP	0.12	1.60	2.22	1.74	2.24
ACRV1	0.34	0.17	0.28	0.66	0.62
ACSF2	1.35	3.87	3.62	3.20	1.89
ACSF3	0.45	1.93	1.80	1.78	2.34
ACSL1	2.39	4.31	4.05	3.21	4.76
ACSL3	2.29	3.47	3.40	3.03	3.19
ACSL4	2.42	3.64	3.69	2.93	2.82
ACSL5	0.13	3.14	2.42	1.56	0.94
ACSL6	0.03	0.03	0.20	1.57	0.51
ACSM1	-0.10	0.73	0.49	0.42	0.48
ACSM3	-0.24	1.66	2.52	0.66	0.87
ACSM5	-0.16	1.69	0.82	0.99	0.58
ACSS1	0.42	2.88	3.32	1.64	2.11
ACSS2	0.93	2.73	2.66	2.25	2.42
ACSS3	0.76	2.68	2.56	2.03	2.74
ACTA1	-0.23	0.68	0.60	1.42	1.51
ACTA2	3.37	6.26	5.15	4.33	5.63
ACTB	8.07	9.23	8.49	8.90	8.66
ACTC1	-0.12	0.36	0.37	1.17	0.22
ACTG1	7.79	7.86	7.57	7.98	8.05
ACTG2	1.29	3.45	2.76	2.00	3.20
ACTL10	1.21	2.18	1.73	0.53	3.08
ACTL6A	4.76	4.30	4.09	5.00	4.30
ACTL6B	4.18	2.52	-0.48	5.74	3.97
ACTL7B	0.26	0.31	0.24	0.24	-0.26
ACTL8	0.84	0.30	0.70	0.28	0.20
ACTN1	2.46	4.25	3.97	3.79	4.23
ACTN2	0.04	0.63	1.26	-0.18	0.94
ACTN4	4.04	6.00	5.74	6.10	6.60
ACTR10	4.84	4.16	4.52	4.95	4.48
ACTR1A	4.50	4.82	4.63	5.26	5.37
ACTR1B	4.00	4.79	4.29	4.74	5.41
ACTR2	3.80	5.07	5.09	4.70	4.83
ACTR3	4.91	5.82	5.63	5.26	5.51
ACTR3B	1.62	1.74	2.22	2.37	2.17
ACTR3C	0.86	1.41	1.27	0.65	1.63
ACTR5	2.21	2.67	3.33	3.57	3.28
ACTR6	0.74	1.04	0.90	1.27	1.09
ACTR8	2.07	3.20	3.03	3.42	3.49
ACVR1	1.74	3.43	2.87	2.29	3.38
ACVR1B	1.92	2.57	2.99	2.89	3.36
ACVR1C	0.09	0.15	0.22	0.34	1.08
ACVR2A	2.36	2.68	2.51	4.24	3.47
ACVR2B	1.10	1.79	2.62	3.60	3.22
ACVRL1	0.25	3.28	2.59	1.86	2.26
ACY1	0.80	1.93	1.98	0.54	1.69
ACY3	-0.05	1.36	1.44	-0.02	0.40
ACYP1	5.53	3.90	3.59	5.49	4.87
ACYP2	3.20	3.05	3.04	2.85	3.16
ADA	1.81	3.73	4.54	1.10	3.30
ADAD1	0.23	0.01	-0.02	0.04	-0.14
ADAL	1.29	1.61	2.16	2.93	1.67
ADAM10	2.90	4.57	4.76	4.36	4.75
ADAM11	-0.09	0.74	1.30	2.63	1.99
ADAM12	-0.26	2.18	2.25	1.77	1.78
ADAM15	1.37	2.84	2.72	1.53	2.99
ADAM17	2.17	3.70	3.92	3.77	4.24
ADAM19	0.54	3.66	2.90	3.46	2.83
ADAM21	0.39	0.23	0.23	0.58	0.50
ADAM22	0.79	1.04	0.41	2.85	1.80
ADAM23	0.74	2.20	1.02	3.96	3.53
ADAM28	0.62	3.47	1.56	1.13	2.39
ADAM32	-0.03	0.32	0.84	0.09	0.72
ADAM33	-0.73	1.29	1.07	0.87	1.53
ADAM8	-0.16	2.95	2.07	0.91	2.00
ADAM9	2.51	4.87	4.24	3.50	4.38
ADAMDEC1	0.57	3.77	2.11	1.26	0.35
ADAMTS1	0.42	3.34	3.80	2.60	3.21
ADAMTS10	-0.75	2.07	2.69	2.39	2.29
ADAMTS12	-0.43	2.91	2.08	1.86	2.61
ADAMTS13	-0.62	0.57	0.77	0.97	1.94
ADAMTS14	0.53	2.04	0.82	2.69	2.09
ADAMTS15	-0.21	2.36	1.82	1.52	1.58
ADAMTS16	-0.32	1.87	1.20	0.79	0.87
ADAMTS17	-0.13	0.78	1.75	0.65	2.13
ADAMTS18	0.94	1.49	1.04	3.22	3.58
ADAMTS19	-0.22	0.31	0.79	0.02	-0.01
ADAMTS2	0.30	3.02	2.37	3.37	2.49
ADAMTS20	-0.15	-0.10	0.56	0.07	0.76
ADAMTS3	-0.16	0.95	1.28	0.27	0.55
ADAMTS4	0.81	3.20	3.41	2.52	2.99
ADAMTS5	-0.21	0.99	1.99	1.34	1.27
ADAMTS6	-0.41	0.68	1.36	1.25	1.54
ADAMTS7	-0.26	2.40	2.59	3.05	2.04
ADAMTS8	-0.48	1.91	1.67	0.71	1.13
ADAMTS9	-0.17	1.74	2.43	1.92	1.65
ADAMTSL1	0.61	1.19	0.47	1.53	2.60
ADAMTSL2	1.03	3.24	1.29	1.92	4.30
ADAMTSL3	-0.58	1.80	1.76	0.86	1.40
ADAMTSL4	0.25	2.69	1.40	0.39	2.12
ADAP1	0.84	3.16	2.22	1.27	2.07
ADAP2	0.48	3.74	3.06	1.95	2.52
ADAR	1.84	3.85	4.07	3.97	4.20
ADARB1	-0.16	1.61	1.58	2.34	1.54
ADARB2	0.73	0.96	0.17	2.73	3.08
ADAT1	0.97	3.00	3.13	3.39	3.75
ADAT2	0.84	1.28	2.60	1.93	2.40
ADAT3	1.44	2.27	2.13	2.42	3.27
ADCK1	0.89	1.87	1.99	2.30	2.79
ADCK2	3.07	3.74	3.68	3.43	4.54
ADCK5	2.64	3.06	2.93	2.72	3.78
ADCY1	1.32	2.15	0.72	4.38	4.50
ADCY2	2.32	2.08	-0.23	4.31	1.83
ADCY3	2.07	3.80	3.63	4.02	4.50
ADCY4	-0.40	1.35	1.26	0.79	1.30
ADCY5	0.57	2.85	0.55	2.30	3.20
ADCY6	0.52	2.51	3.12	3.01	3.77
ADCY7	0.33	4.01	3.51	2.66	2.53
ADCY8	-0.08	0.23	0.21	0.77	-0.17
ADCY9	0.47	2.47	2.22	2.83	4.03
ADCYAP1	3.71	3.14	-0.74	5.56	1.81
ADCYAP1R1	-0.05	0.13	0.18	1.08	0.01
ADD1	2.04	3.77	3.95	3.80	4.63
ADD2	1.85	1.79	0.58	3.82	3.11
ADD3	1.11	3.05	3.51	3.36	2.52
ADH1A	-0.20	0.49	0.49	-0.13	0.21
ADH1B	0.21	4.92	3.47	0.90	1.89
ADH1C	-0.24	1.65	2.47	-0.06	0.99
ADH5	4.71	4.78	5.12	5.03	4.69
ADH6	-0.10	0.21	0.53	0.09	0.26
ADH7	-0.05	0.09	0.02	0.14	0.15
ADHFE1	0.22	1.97	1.79	2.63	2.44
ADI1	5.11	5.27	5.24	4.36	5.58
ADIPOR1	4.68	5.37	5.13	5.07	5.81
ADIPOR2	3.24	4.37	4.23	4.38	4.70
ADK	3.25	2.60	2.46	2.80	2.53
ADM	3.12	3.96	3.02	2.73	3.58
ADM2	0.43	1.66	0.96	2.13	1.75
ADNP	2.94	3.71	4.48	4.82	4.83
ADNP2	2.60	3.29	3.28	4.11	4.31
ADO	2.96	3.28	3.49	3.74	3.66
ADORA1	0.33	1.09	1.75	1.45	1.43
ADORA2A	1.60	3.15	2.47	2.77	3.57
ADORA2B	0.91	1.63	1.56	1.02	1.57
ADORA3	0.63	2.34	1.91	0.94	0.72
ADPGK	2.17	4.17	4.30	3.52	3.30
ADPRH	0.17	3.35	3.05	1.91	1.74
ADPRHL1	1.84	1.78	0.73	3.01	1.68
ADPRHL2	3.96	4.39	3.98	4.86	4.64
ADRA1B	-0.24	1.07	0.37	1.63	0.91
ADRA1D	-0.29	0.78	0.34	0.50	0.94
ADRA2A	0.63	2.77	1.12	3.65	0.87
ADRA2B	0.25	0.52	1.43	1.32	0.81
ADRA2C	0.70	1.37	0.60	2.71	2.15
ADRB1	-0.09	0.95	1.63	-0.03	1.32
ADRB2	-0.41	2.65	1.64	0.79	1.07
ADRM1	4.07	4.66	4.89	4.59	4.77
ADSL	4.05	3.85	4.35	4.26	4.45
ADSS	3.91	4.25	5.10	4.40	4.00
ADSSL1	2.11	2.28	0.10	1.58	3.38
AEBP1	1.47	6.32	5.21	4.37	5.64
AEBP2	1.30	2.38	2.62	2.31	2.54
AEN	2.31	3.35	3.76	2.78	3.70
AES	5.91	5.91	4.99	6.33	6.61
AFAP1	0.74	2.50	2.92	3.39	3.06
AFAP1L1	0.39	2.06	1.76	3.11	1.73
AFAP1L2	0.44	2.34	1.72	2.05	2.05
AFF1	1.15	2.82	2.79	3.55	3.24
AFF2	-0.01	-0.02	0.54	0.56	0.29
AFF3	-0.05	0.83	1.02	1.79	1.94
AFF4	2.13	3.70	3.51	4.70	4.43
AFG3L2	4.04	4.60	4.33	4.89	5.18
AFMID	3.45	2.73	3.14	2.83	3.45
AFP	0.68	0.19	0.72	-0.22	0.05
AFTPH	2.08	2.85	3.09	2.99	3.34
AGA	1.73	3.25	2.67	1.98	1.85
AGAP1	1.09	1.91	2.00	3.50	3.48
AGAP2	-0.44	1.99	1.67	1.11	1.57
AGAP3	2.77	3.56	3.79	4.28	4.74
AGAP4	0.29	0.86	2.00	1.69	2.24
AGAP5	-0.25	1.38	2.34	2.80	2.43
AGAP6	1.24	2.17	3.45	3.82	4.09
AGAP9	-0.19	0.23	1.29	1.37	1.21
AGBL1	0.10	0.18	0.12	0.23	-0.06
AGBL2	-0.34	0.93	1.02	0.87	1.61
AGBL3	-0.14	0.26	0.60	0.72	1.03
AGBL4	1.99	1.10	0.24	2.82	2.35
AGBL5	3.03	3.02	3.21	4.05	3.94
AGER	-0.54	2.63	2.04	0.29	1.43
AGFG1	1.20	2.00	2.06	2.32	2.26
AGFG2	1.19	2.78	2.25	2.43	3.96
AGGF1	2.61	3.63	3.31	4.35	3.71
AGK	3.06	3.53	3.76	3.90	4.50
AGL	0.96	1.32	1.53	2.01	1.64
AGMAT	0.77	1.65	1.40	0.52	1.27
AGMO	1.61	1.56	0.35	-0.16	2.78
AGPAT1	3.37	4.40	4.05	4.53	5.25
AGPAT2	2.62	4.60	2.91	3.24	3.90
AGPAT3	1.38	3.28	2.99	3.22	4.01
AGPAT4	0.78	2.17	2.15	3.49	3.43
AGPAT5	3.69	3.69	3.40	4.91	4.53
AGPS	2.63	3.38	3.38	3.69	3.70
AGR2	3.07	4.07	3.62	2.04	3.85
AGR3	2.40	3.61	2.50	-0.15	3.64
AGRN	1.06	4.10	4.95	3.65	4.36
AGRP	0.32	0.77	0.43	-0.06	0.54
AGT	1.23	3.23	0.95	2.56	1.77
AGTPBP1	2.90	3.35	3.15	4.53	3.85
AGTR1	-0.14	0.40	1.15	0.03	0.19
AGTR2	-0.19	1.21	0.74	0.04	0.42
AGTRAP	2.00	3.17	3.04	1.83	2.51
AGXT	0.40	0.47	-0.49	0.08	0.76
AHCTF1	2.64	3.14	3.76	3.93	3.67
AHCY	5.37	4.51	4.84	5.00	4.76
AHCYL1	2.59	3.24	3.30	3.58	3.61
AHCYL2	0.16	1.83	1.95	1.53	2.20
AHDC1	1.20	3.08	2.68	4.58	4.49
AHI1	1.60	1.73	1.55	3.07	2.62
AHNAK	-0.14	4.26	4.58	2.41	3.51
AHNAK2	-0.60	1.29	0.64	2.19	1.36
AHR	1.12	4.36	3.99	2.56	2.83
AHRR	0.03	0.75	0.61	0.97	1.41
AHSA1	5.46	5.42	5.24	5.55	5.92
AHSA2	1.32	3.34	4.69	4.28	5.24
AHSG	0.08	0.35	0.24	1.14	0.34
AHSP	0.33	0.25	0.05	0.18	0.30
AICDA	-0.35	0.71	0.31	0.22	0.05
AIDA	4.60	4.66	4.63	5.14	4.36
AIF1	2.54	5.47	4.27	2.50	2.25
AIF1L	1.95	2.34	2.72	4.36	1.81
AIFM1	2.03	2.55	2.60	2.51	2.86
AIFM2	1.13	2.46	2.12	2.28	2.58
AIFM3	-0.12	0.37	0.37	0.58	1.07
AIG1	3.24	4.29	4.00	3.83	3.84
AIM2	0.38	3.21	2.61	2.24	0.24
AIMP1	2.98	2.77	3.26	3.01	3.19
AIMP2	3.93	3.99	3.85	3.86	4.18
AIP	5.17	5.14	4.75	5.14	5.36
AIPL1	0.09	-0.10	0.18	0.29	0.28
AIRE	0.54	0.02	0.10	0.59	0.22
AJAP1	0.38	0.62	-0.18	2.43	0.99
AJUBA	-0.30	1.40	2.64	1.02	1.48
AK1	3.15	4.08	3.36	3.99	4.47
AK2	3.58	3.69	3.94	3.84	3.86
AK3	2.16	2.51	2.72	3.23	2.90
AK4	1.26	1.14	2.77	1.84	2.21
AK5	1.16	0.19	1.23	2.14	0.42
AK7	1.76	1.91	0.28	2.59	2.26
AK8	0.41	1.47	1.41	1.36	0.91
AKAP1	2.85	3.46	3.19	3.60	4.42
AKAP10	1.82	3.29	3.59	3.39	3.77
AKAP11	1.66	3.14	3.36	3.76	3.73
AKAP12	0.71	2.62	2.32	3.68	2.43
AKAP13	-0.13	2.21	1.37	2.35	1.85
AKAP14	0.11	0.32	0.29	0.18	0.42
AKAP17A	2.86	3.91	4.05	4.97	4.85
AKAP2	0.62	3.53	2.81	2.75	2.34
AKAP3	-0.01	1.02	0.71	0.93	1.02
AKAP5	2.14	1.98	1.75	3.53	2.18
AKAP6	0.21	0.72	1.21	1.58	3.03
AKAP7	-0.06	1.27	1.15	0.87	0.20
AKAP8	2.44	3.50	3.97	4.22	4.50
AKAP8L	3.65	4.34	4.69	5.28	5.59
AKAP9	1.11	2.44	2.67	3.19	3.50
AKIP1	2.58	2.43	2.37	1.93	2.50
AKIRIN1	3.66	3.61	4.17	4.02	4.37
AKIRIN2	4.64	4.60	4.65	4.95	4.54
AKNA	0.70	3.86	3.38	3.46	3.18
AKNAD1	-0.04	0.36	0.45	0.53	-0.35
AKR1A1	4.43	4.51	3.99	4.21	4.10
AKR1B1	5.28	5.20	5.66	5.73	5.36
AKR1B10	0.68	0.71	0.87	0.98	0.02
AKR1C1	1.22	2.64	1.98	1.47	3.07
AKR1C2	0.20	0.91	0.98	0.16	0.73
AKR1C3	0.81	1.88	1.35	0.60	1.14
AKR1C4	0.14	0.28	0.67	-0.27	0.16
AKR1E2	0.44	0.70	1.79	0.78	1.49
AKR7A2	3.75	4.00	3.84	4.27	4.78
AKR7A3	1.40	1.91	1.58	1.68	3.84
AKT1	3.26	4.25	3.95	5.09	5.03
AKT1S1	2.46	3.08	3.25	3.02	3.95
AKT2	1.95	3.24	3.53	3.60	4.44
AKT3	2.34	2.65	1.89	4.55	3.43
AKTIP	2.35	2.67	2.69	3.09	2.96
ALAD	2.20	4.01	3.78	3.75	4.60
ALAS1	2.58	3.93	3.44	3.30	3.77
ALB	-0.10	0.25	0.99	0.64	0.99
ALCAM	3.67	3.52	2.57	1.85	5.22
ALDH16A1	1.86	3.03	3.19	3.25	3.47
ALDH18A1	2.86	3.22	3.97	3.41	3.77
ALDH1A1	2.55	5.65	5.80	2.05	4.02
ALDH1A2	-0.12	0.72	0.78	0.99	0.14
ALDH1A3	0.22	3.74	4.14	1.67	2.00
ALDH1B1	2.96	3.76	3.80	3.18	3.68
ALDH1L2	0.17	2.33	2.31	2.00	1.78
ALDH2	2.14	5.00	4.42	3.18	3.67
ALDH3A1	0.13	1.14	0.80	0.67	0.54
ALDH3A2	2.42	3.63	3.82	3.89	3.92
ALDH3B1	-0.28	2.73	1.97	0.82	2.12
ALDH3B2	0.05	0.66	1.80	-0.14	1.22
ALDH4A1	0.72	1.46	1.80	2.83	1.85
ALDH5A1	2.18	2.51	2.30	1.86	3.92
ALDH6A1	1.65	3.09	3.02	3.67	3.86
ALDH8A1	-0.24	0.21	0.93	0.57	0.93
ALDH9A1	4.58	4.85	4.75	4.93	4.75
ALDOA	4.92	5.80	5.37	4.98	6.40
ALDOB	0.12	0.15	0.06	1.12	0.32
ALDOC	3.19	4.23	3.51	3.33	5.23
ALG1	2.10	3.00	3.01	2.78	3.16
ALG10	1.32	2.04	1.92	2.33	2.38
ALG10B	0.08	1.64	1.78	2.64	1.73
ALG11	1.25	2.70	2.58	2.89	2.72
ALG12	2.28	3.68	3.18	3.64	4.27
ALG13	1.18	1.23	1.57	2.20	1.79
ALG14	3.98	3.42	3.35	3.17	3.37
ALG1L	3.56	2.08	1.45	1.68	2.58
ALG2	2.98	3.58	3.23	3.91	3.77
ALG3	2.53	3.60	3.46	2.55	4.06
ALG5	4.19	3.78	3.85	3.41	3.56
ALG6	3.12	2.90	3.33	3.32	3.35
ALG8	3.03	3.20	3.81	3.19	3.14
ALG9	1.23	1.50	1.64	2.22	2.12
ALK	0.23	0.17	0.50	2.90	-0.36
ALKBH1	2.92	2.74	2.87	3.68	3.32
ALKBH2	2.84	2.28	2.80	1.71	2.83
ALKBH3	3.45	3.28	3.68	3.67	3.61
ALKBH4	2.49	2.78	2.96	3.04	3.75
ALKBH5	3.40	4.73	4.85	4.54	5.50
ALKBH6	2.54	2.94	2.61	3.07	3.53
ALKBH7	4.81	4.30	3.86	4.13	4.53
ALKBH8	1.57	2.05	2.53	2.44	2.34
ALLC	-0.05	-0.05	0.30	0.36	1.45
ALMS1	1.79	2.51	2.55	3.98	3.24
ALOX12	-0.56	0.48	1.04	0.31	1.23
ALOX12B	-0.06	0.07	0.51	0.15	0.61
ALOX15	-0.84	1.12	1.00	0.75	1.64
ALOX15B	-0.21	2.04	1.24	0.15	0.18
ALOX5	1.36	5.01	4.28	2.56	2.52
ALOX5AP	1.07	4.71	3.81	1.43	1.58
ALPK1	-0.41	1.73	1.92	1.04	0.75
ALPK2	-0.21	0.92	0.82	0.36	0.32
ALPK3	0.15	2.20	2.48	2.67	2.87
ALPL	0.34	2.66	2.63	2.24	1.34
ALPP	-0.21	0.49	0.42	0.02	0.23
ALS2	1.74	2.41	2.69	3.07	2.93
ALS2CL	-0.48	1.33	0.97	0.86	1.06
ALX1	-0.08	0.82	1.85	0.59	1.34
ALX3	1.93	2.45	2.98	3.43	3.21
ALX4	0.08	0.15	-0.15	1.11	1.04
ALYREF	5.81	5.56	5.53	5.98	6.07
AMACR	2.87	2.78	1.78	1.83	3.20
AMBP	-0.01	0.22	0.24	0.56	0.25
AMBRA1	1.42	2.31	2.20	2.83	2.20
AMD1	3.46	3.61	4.30	3.99	3.84
AMDHD1	0.00	1.02	0.64	0.71	0.52
AMDHD2	1.19	2.84	2.64	2.77	3.00
AMFR	3.00	4.22	4.01	4.29	4.72
AMH	1.29	2.41	1.02	4.46	5.25
AMIGO1	0.76	2.27	2.22	2.99	2.92
AMIGO2	2.15	2.90	2.24	2.61	3.69
AMIGO3	0.45	1.98	2.12	2.55	3.27
AMMECR1	0.84	1.34	2.49	1.52	1.73
AMMECR1L	1.38	2.51	2.87	2.90	3.11
AMN	0.29	1.13	1.72	0.30	1.13
AMN1	3.17	2.66	2.82	2.74	3.45
AMOT	1.04	2.12	2.31	3.98	1.47
AMOTL1	1.94	3.89	2.97	5.78	4.21
AMOTL2	1.17	3.77	3.50	4.58	3.61
AMPD1	-0.31	0.96	0.69	0.00	0.07
AMPD2	0.33	2.04	2.83	1.80	3.25
AMPD3	0.71	1.65	1.53	1.19	2.05
AMPH	2.30	1.96	0.22	3.82	3.47
AMT	-0.62	1.18	1.57	0.96	2.25
AMY1A	0.03	0.31	0.00	0.12	0.00
AMY2A	-0.15	0.23	0.20	0.12	0.23
AMY2B	0.78	2.89	3.59	3.18	3.73
AMZ2	3.30	3.11	3.24	3.15	3.34
ANAPC1	1.95	2.80	3.12	3.39	3.52
ANAPC10	2.36	1.85	2.01	2.02	1.76
ANAPC11	4.27	3.87	3.30	3.50	4.38
ANAPC13	3.62	3.84	3.78	3.66	3.94
ANAPC16	3.13	2.87	2.89	2.93	3.06
ANAPC2	2.25	4.05	3.79	4.09	4.93
ANAPC4	2.72	3.33	4.13	3.63	4.46
ANAPC5	3.97	4.50	4.71	4.66	4.95
ANAPC7	3.37	3.60	4.00	3.99	4.24
ANG	0.18	2.25	2.03	1.41	0.99
ANGEL1	1.70	3.17	3.89	3.59	4.53
ANGEL2	2.33	3.02	3.64	3.77	3.56
ANGPT1	-0.16	1.93	1.87	0.50	0.78
ANGPT2	0.86	1.88	1.20	2.04	2.44
ANGPTL1	-0.33	1.85	1.35	0.47	0.36
ANGPTL2	1.45	4.74	4.04	3.55	4.13
ANGPTL4	1.07	2.38	2.02	0.87	2.04
ANGPTL6	0.02	1.29	0.71	0.58	0.81
ANGPTL7	-0.17	0.84	0.40	2.01	0.08
ANK1	0.09	0.48	0.37	1.49	1.79
ANK2	0.67	1.57	0.87	1.28	3.67
ANK3	0.29	1.16	1.78	1.07	1.94
