archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,icd o 3 site: C50.9,0.28085,0,0
1,drug regimen indication: ADJUVANT,0.29088,0,0
1,section location: TOP,0.29301,0,0
1,tumor nuclei percent: 60,0.30096,0,0
1,drug name: adriamycin,cytoxan,taxol,0.30096,0,0
1,drug regimen number: 1,2,3,4,5,6,0.30096,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Upper Outer Quadrant,0.30096,0,1
1,immunohistochemistry positive cell score: 1+,0.30096,0,1
1,number of lymphnodes positive by ihc: 2,0.30096,0,0
1,breast carcinoma surgical procedure name: Other,0.30522,0,0
1,lab procedure her2 neu in situ hybrid outcome type: Negative,0.30542,0,0
1,progesterone receptor level cell percent category: NA,0.30565,0,0
1,tumor nuclei percent: 95,0.3186,0,0
1,radiation regimen indication: ADJUVANT,0.33189,0,0
1,surgical procedure purpose other text: segmental mastectomy,0.33595,0,0
1,menopause status: Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy),0.33935,0,0
1,axillary lymph node stage method type: Sentinel node biopsy alone,0.3459,0,0
1,anatomic neoplasm subdivision: Right Upper Outer Quadrant|Right,0.35593,0,0
1,breast carcinoma surgical procedure name: Modified Radical Mastectomy,0.36069,0,0
1,tumor nuclei percent: 100,0.36921,0,0
1,surgical procedure purpose other text: Excisional biopsy,0.36921,0,1
1,lab proc her2 neu immunohistochemistry receptor status: Equivocal,0.37833,0,0
1,histological type: Other  specify,0.39256,0,0
1,drug regimen number: 1,2,3,4,5,0.40084,0,0
1,er level cell percentage category: 10-19,0.40084,0,0
1,oct embedded: false,0.42498,0,0
1,her2 immunohistochemistry level result: 2+,0.43074,0,0
1,surgical procedure purpose other text: Wide local excision,0.4309,0,0
1,anatomic treatment site: Primary Tumor Field,0.44312,0,0
1,icd o 3 site: C50.1,0.48666,0,0
1,immunohistochemistry positive cell score: NA,0.49197,0,0
1,margin status: Positive,0.49819,0,0
1,er level cell percentage category: NA,0.50018,0,0
1,surgical procedure purpose other text: Surgical Resection,0.52098,0,0
1,drug regimen number: 1,0.52484,0,0
1,anatomic neoplasm subdivision: Left Lower Inner Quadrant,0.53705,0,0
1,icd o 3 histology: 8523/3,0.53705,0,0
1,anatomic treatment site: Regional site,0.55925,0,0
1,pathologic M: M1,0.58257,0,0
1,pathologic stage: Stage IV,0.58257,0,0
1,pathologic stage: Stage X,0.58257,0,0
1,system version: NA,0.59091,0,0
1,anatomic neoplasm subdivision: Left,0.59602,0,0
1,tumor nuclei percent: 75,0.60275,0,0
1,anatomic neoplasm subdivision: Left Lower Outer Quadrant,0.60365,0,0
1,pathologic N: N0 (i+),0.60365,0,0
1,tissue prospective collection indicator: YES,0.60465,0,0
1,tissue retrospective collection indicator: NO,0.60465,0,0
1,tumor necrosis percent: 1,0.62369,0,0
1,pathologic N: N1mi,0.62369,0,0
1,system version: 5th,0.63008,0,0
1,breast carcinoma surgical procedure name: Lumpectomy,0.63606,0,0
1,her2 immunohistochemistry level result: 1+,0.63624,0,0
1,menopause status: Peri (6-12 months since last menstrual period),0.64273,0,0
1,surgical procedure purpose other text: Patey's Surgery,0.64273,0,0
1,initial pathologic diagnosis method: Other method, specify:,0.64302,0,0
1,pathologic stage: Stage IA,0.65573,0,0
1,tumor necrosis percent: 10,0.66082,0,0
1,anatomic neoplasm subdivision: Right,0.66156,0,0
1,tumor necrosis percent: 0,0.67328,0,0
1,icd o 3 site: C50.2,0.67801,0,0
1,pathologic N: N3a,0.67801,0,0
1,initial pathologic diagnosis method: Core needle biopsy,0.67948,0,0
1,surgical procedure purpose other text: NA,0.6835,0,0
1,vital status: dead,0.68795,0,0
1,her2 erbb pos finding cell percent category: NA,0.70903,0,0
1,pathologic stage: Stage IIIC,0.72462,0,0
1,anatomic neoplasm subdivision: Right Lower Outer Quadrant,0.73863,0,0
1,pathologic M: MX,0.73863,0,0
1,pathologic T: T1,0.75194,0,0
1,pathologic T: T3,0.75352,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant,0.80913,0,0
1,her2 immunohistochemistry level result: NA,0.83806,0,0
1,tumor nuclei percent: 70,0.8393,0,0
1,person neoplasm cancer status: NA,0.84775,0,0
1,pathologic N: N2,0.85332,0,0
1,breast carcinoma immunohistochemistry pos cell score: NA,0.8688,0,0
1,tumor necrosis percent: 30,0.87334,0,0
1,person neoplasm cancer status: WITH TUMOR,0.88714,0,0
1,pathologic N: N2a,0.88743,0,0
1,number of lymphnodes positive by ihc: NA,0.89982,0,0
1,pathologic T: T1c,0.93462,0,0
1,lab procedure her2 neu in situ hybrid outcome type: Positive,0.95704,0,0
1,route of administration: Intravenous (IV),Oral,0.95978,0,0
1,pathologic stage: Stage IIIA,0.9663,0,0
1,pathologic stage: Stage I,0.96722,0,0
1,drug therapy ongoing: NO,YES,0.9688,0,0
1,pathologic N: N1a,0.97335,0,0
1,lab procedure her2 neu in situ hybrid outcome type: NA,0.97683,0,0
1,drug regimen number: NA,0.97844,0,0
1,system version: 7th,0.9788,0,0
1,race: NA,0.98204,0,0
1,drug name: NA,0.98215,0,0
1,lab proc her2 neu immunohistochemistry receptor status: Positive,0.98427,0,0
1,initial pathologic diagnosis method: NA,0.99077,0,0
1,oct embedded: NA,0.99121,0,0
1,sample type: NA,0.99121,0,0
1,normal tissue anatomic site: NA,0.99121,0,0
1,section location: NA,0.99121,0,0
1,drug therapy ongoing: NA,0.99121,0,0
1,anatomic neoplasm subdivision: NA,0.99121,0,0
1,breast carcinoma estrogen receptor status: NA,0.99121,0,0
1,breast carcinoma progesterone receptor status: NA,0.99121,0,0
1,gender: NA,0.99121,0,0
1,icd 10: NA,0.99121,0,0
1,icd o 3 histology: NA,0.99121,0,0
1,icd o 3 site: NA,0.99121,0,0
1,pathologic M: NA,0.99121,0,0
1,pathologic N: NA,0.99121,0,0
1,pathologic T: NA,0.99121,0,0
1,prior dx: NA,0.99121,0,0
1,tissue prospective collection indicator: NA,0.99121,0,0
1,tissue retrospective collection indicator: NA,0.99121,0,0
1,vital status: NA,0.99121,0,0
1,radiation treatment ongoing: NA,0.99121,0,0
1,histological type: NA,0.99153,0,0
1,history of neoadjuvant treatment: NA,0.99153,0,0
1,pathologic stage: NA,0.99184,0,0
1,drug regimen indication: NA,0.99214,0,0
1,anatomic treatment site: NA,0.99214,0,0
1,radiation type: NA,0.99214,0,0
1,radiation regimen indication: NA,0.99214,0,0
1,route of administration: NA,0.9935,0,0
1,lab proc her2 neu immunohistochemistry receptor status: NA,0.99421,0,0
1,menopause status: NA,0.99527,0,0
1,breast carcinoma surgical procedure name: NA,0.99625,0,0
1,margin status: NA,0.99718,0,0
1,cytokeratin immunohistochemistry staining method micrometastasis indicator: NA,0.99735,0,0
1,method of normal sample procurement: NA,0.99772,0,0
1,PAM50 sample type: NA,0.99958,0,0
1,PAM50: NA,0.99958,0,0
1,tumor necrosis percent: NA,0.99965,0,0
1,tumor nuclei percent: NA,0.99965,0,0
1,axillary lymph node stage method type: NA,0.99989,0,0
1,PAM50: LumA,1,0,0
1,breast carcinoma estrogen receptor status: Positive,1,0,0
1,breast carcinoma progesterone receptor status: Positive,1,0,0
1,sample type: Metastatic,1,0,0
1,sample type: Solid Tissue Normal,1,0,0
1,tumor necrosis percent: 25,1,0,0
1,tumor nuclei percent: 65,1,0,0
1,tumor nuclei percent: 99,1,0,0
1,method of normal sample procurement: Other method (please specify),1,0,0
1,method of normal sample procurement: Tumor Resection,1,0,0
1,section location: BOTTOM,1,0,0
1,drug name: abraxane,carboplatin,herceptin,taxotere,1,0,0
1,drug name: adriamicin,1,0,0
1,drug name: adriamycin+,1,0,0
1,drug name: adriamycin+cyclophosphamid,1,0,0
1,drug name: adriamycin,,1,0,0
1,drug name: adriamycin,anastrozole,cytoxan,1,0,0
1,drug name: adriamycin,anastrozole,cytoxan,exemestane,gemzar,letrozole,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,anastrozole,cytoxan,letrozole,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,anastrozole,cytoxan,taxol,1,0,0
1,drug name: adriamycin,anastrozole,cytoxan,taxol,tamoxifen,1,0,0
1,drug name: adriamycin,arimidex,aromasin,cytoxan,femara,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,arimidex,cyotxan,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,docetaxel,e-75,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,docetaxel,herceptin,lapatinib,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,femara,taxol,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,herceptin,taxol,taxotere,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,herceptin,taxotere,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,paclitaxel,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,tamoxifen,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,tamoxifen,taxol,zometa,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,taxol,1,0,0
1,drug name: adriamycin,arimidex,cytoxan,taxotere,1,0,0
1,drug name: adriamycin,carboplatin,cytoxan,gemcitabine,xeloda,1,0,0
1,drug name: adriamycin,cisplatin,exemestane,gemzar,navelbine,taxol,taxotere,xeloda,1,0,0
1,drug name: adriamycin,cyclophosphamide,herceptin,paclitaxel,1,0,0
1,drug name: adriamycin,cyclophosphamide,herceptin,paclitaxel,tamoxifen,triptorelin,zoledronic,1,0,0
1,drug name: adriamycin,cytoxan,1,0,0
1,drug name: adriamycin,cytoxan,docetaxel,1,0,0
1,drug name: adriamycin,cytoxan,exemestane,letrozole,tamoxifen,xeloda,1,0,0
1,drug name: adriamycin,cytoxan,femara,taxol,1,0,0
1,drug name: adriamycin,cytoxan,femara,taxotere,1,0,0
1,drug name: adriamycin,cytoxan,herceptin,letrozole,tamoxifen,taxol,zoladex,1,0,0
1,drug name: adriamycin,cytoxan,herceptin,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,cytoxan,herceptin,tamoxifen,taxol,zometa,1,0,0
1,drug name: adriamycin,cytoxan,herceptin,taxol,1,0,0
1,drug name: adriamycin,cytoxan,herceptin,taxol,zometa,1,0,0
1,drug name: adriamycin,cytoxan,paclitaxel,tamoxifen,1,0,0
1,drug name: adriamycin,cytoxan,tamoxifen,1,0,0
1,drug name: adriamycin,cytoxan,tamoxifen,taxol,1,0,0
1,drug name: adriamycin,cytoxan,tamoxifen,taxotere,1,0,0
1,drug name: adriamycin,cytoxan,tamoxifen,taxotere,zoladex,1,0,0
1,drug name: adriamycin,cytoxan,taxotere,1,0,0
1,drug name: adriamycin,cytoxan,taxotere,zometa,1,0,0
1,drug name: adrimycin,arimidex,cyotxan,taxotere,1,0,0
1,drug name: ae-37,adriamycin,arimidex,cytoxan,1,0,0
1,drug name: ae-37,adriamycin,cytoxan,herceptin,paclitaxel,1,0,0
1,drug name: albumin-bound,1,0,0
1,drug name: anastrozole,1,0,0
1,drug name: anastrozole,cytoxan,docetaxel,doxorubicin,letrozole,paclitaxel,1,0,0
1,drug name: anastrozole,cytoxan,docetaxel,exemestane,1,0,0
1,drug name: anastrozole,cytoxan,doxorubicin,paclitaxel,tamoxifen,1,0,0
1,drug name: anastrozole,tamoxifen,1,0,0
1,drug name: anastrozole,zometa,1,0,0
1,drug name: anastrozolum,1,0,0
1,drug name: arimidex,1,0,0
1,drug name: arimidex,aromasin,1,0,0
1,drug name: arimidex,aromasin,cyclophosphamide,doxorubicin,femara,paclitaxel,tamoxifen,1,0,0
1,drug name: arimidex,aromasin,femara,1,0,0
1,drug name: arimidex,aromasin,hercptin,taxotere,1,0,0
1,drug name: arimidex,bevacizumab,1,0,0
1,drug name: arimidex,bevacizumab,carboplatin,paclitaxel,pemetrexed,1,0,0
1,drug name: arimidex,carboplatin,docetaxel,1,0,0
1,drug name: arimidex,carboplatin,docetaxel,trastuzumab,1,0,0
1,drug name: arimidex,carboplatin,taxol,1,0,0
1,drug name: arimidex,clodronate,cyclophosphamide,doxorubicin,paclitaxel,1,0,0
1,drug name: arimidex,cyclophosphamide,cytoxan,1,0,0
1,drug name: arimidex,cyclophosphamide,docetaxel,1,0,0
1,drug name: arimidex,cyclophosphamide,docetaxel,doxorubicin,tamoxifen,1,0,0
1,drug name: arimidex,cyclophosphamide,docetaxel,paclitaxel,1,0,0
1,drug name: arimidex,cyclophosphamide,docetaxel,zolendronic,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,lapatinib,paclitaxel,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,paclitaxel,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,taxol,1,0,0
1,drug name: arimidex,cyclophosphamide,doxorubicin,taxotere,1,0,0
1,drug name: arimidex,cyclophosphamide,fluorouracil,methotrexate,1,0,0
1,drug name: arimidex,cyclophosphamide,fluorouracil,methotrexate,tamoxifen,1,0,0
1,drug name: arimidex,cytoxan,tamoxifen,taxotere,1,0,0
1,drug name: arimidex,cytoxan,taxotere,1,0,0
1,drug name: arimidex,fulvestrant,xeloda,zometa,1,0,0
1,drug name: arimidex,herceptin,taxol,1,0,0
1,drug name: arimidex,tamoxifen,1,0,0
1,drug name: armidex,1,0,0
1,drug name: aromasin,1,0,0
1,drug name: aromasin,[unknown],1,0,0
1,drug name: aromasin,clodronate,cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,trastuzumab,1,0,0
1,drug name: aromasin,cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,1,0,0
1,drug name: aromasin,cytoxan,taxotere,1,0,0
1,drug name: avastin,clodronic,1,0,0
1,drug name: carboplatin,docetaxel,herceptin,tamoxifen,1,0,0
1,drug name: carboplatin,docetaxel,trastuzumab,1,0,0
1,drug name: carboplatin,femara,herceptin,taxotere,1,0,0
1,drug name: carboplatin,herceptin,taxotere,1,0,0
1,drug name: clodronate,cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,triptorelin,1,0,0
1,drug name: cyclophasphamide,doxorubicin,paclitaxel,1,0,0
1,drug name: cyclophosphamid+metotreksat+,1,0,0
1,drug name: cyclophosphamide,docetaxel,doxorubicin,paclitaxel,1,0,0
1,drug name: cyclophosphamide,docetaxel,tamoxifen,1,0,0
1,drug name: cyclophosphamide,doxorubicin,femara,taxotere,1,0,0
1,drug name: cyclophosphamide,doxorubicin,letrozole,1,0,0
1,drug name: cyclophosphamide,doxorubicin,lupron,paclitaxel,tamoxifen,1,0,0
1,drug name: cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,1,0,0
1,drug name: cyclophosphamide,doxorubicin,paclitaxel,tamoxifen,trastuzumab,1,0,0
1,drug name: cyclophosphamide,doxorubicin,paclitaxel,trastuzumab,1,0,0
1,drug name: cyclophosphamide,doxorubicin,paclitaxel,zoledronic,1,0,0
1,drug name: cyclophosphamide,doxorubicin,paxlitaxel,tamoxifen,1,0,0
1,drug name: cyclophosphamide,doxorubicin,tamoxifen,1,0,0
1,drug name: cyclophosphamide,doxorubicin,taxol,1,0,0
1,drug name: cyclophosphamide,flourouracil,letrozole,1,0,0
1,drug name: cyclophosphamide,fluorouracil,methotrexate,1,0,0
1,drug name: cyclophosphamide,fluorouracil,methotrexate,tamoxifen,zoladex,1,0,0
1,drug name: cyclophosphamide,taxotere,1,0,0
1,drug name: cytoxan,docetaxel,herceptin,tamoxifen,1,0,0
1,drug name: cytoxan,doxorubicin,paclitaxel,tamoxifen,1,0,0
1,drug name: cytoxan,tamoxifen,taxol,1,0,0
1,drug name: cytoxan,tamoxifen,taxotere,1,0,0
1,drug name: docetaxel,doxorubicin,na,1,0,0
1,drug name: docetaxel,tamoxifen,1,0,0
1,drug name: doxorubicin+cyclophosphamid,1,0,0
1,drug name: e-75,exemestane,tamoxifen,1,0,0
1,drug name: femara,1,0,0
1,drug name: fulvestrant,letrozole,1,0,0
1,drug name: herceptin,1,0,0
1,drug name: leuprolide,1,0,0
1,drug name: lupron,tamoxifen,zoladex,1,0,0
1,drug name: nolvadex,1,0,0
1,drug name: tamoxifen,1,0,0
1,drug name: tamoxifen,zoladex,1,0,0
1,drug name: tamoxifen,zoladex,zometa,1,0,0
1,drug name: taxotere/cytoxan,1,0,0
1,drug name: tc,1,0,0
1,drug name: trastuzumab,1,0,0
1,drug name: xeloda,1,0,0
1,drug regimen indication: ADJUVANT,NA,1,0,0
1,drug regimen indication: ADJUVANT,OTHER: SPECIFY IN NOTES,1,0,0
1,drug regimen indication: ADJUVANT,PROGRESSION,RECURRENCE,1,0,0
1,drug regimen indication: ADJUVANT,RECURRENCE,1,0,0
1,drug regimen indication: OTHER: SPECIFY IN NOTES,1,0,0
1,drug regimen indication: OTHER: SPECIFY IN NOTES,PROGRESSION,1,0,0
1,drug regimen indication: OTHER: SPECIFY IN NOTES,RECURRENCE,1,0,0
1,drug regimen indication: PROGRESSION,RECURRENCE,1,0,0
1,drug regimen number: 1,2,3,4,1,0,0
1,drug regimen number: 1,2,3,4,5,6,7,1,0,0
1,drug regimen number: 1,2,3,4,5,6,7,8,1,0,0
1,drug regimen number: 1,2,3,4,5,6,7,8,9,1,0,0
1,drug regimen number: 1,2,3,4,5,7,1,0,0
1,drug regimen number: 1,3,1,0,0
1,drug regimen number: 1,5,1,0,0
1,drug regimen number: 1,NA,1,0,0
1,drug regimen number: 4x chemotherapy,1,0,0
1,drug regimen number: 4x chemotherapy+hormonotherapy,1,0,0
1,drug regimen number: AC,1,0,0
1,drug regimen number: AC then TH,1,0,0
1,drug regimen number: AC,NA,1,0,0
1,drug regimen number: Arimidex,TC,1,0,0
1,drug regimen number: Arimidex,TCH,1,0,0
1,drug regimen number: Aromasin,1,0,0
1,drug regimen number: CMF,1,0,0
1,drug regimen number: Femara,1,0,0
1,drug regimen number: TAC,TAM,Zoladex,1,0,0
1,drug regimen number: TC regimen,1,0,0
1,drug regimen number: hormone therapy,1,0,0
1,drug regimen number: tamoxifen daily,1,0,0
1,route of administration: Intramuscular (IM),Intravenous (IV),Oral,1,0,0
1,route of administration: Intramuscular (IM),Oral,1,0,0
1,route of administration: Intramuscular (IM),Oral,Subcutaneous (SC),1,0,0
1,route of administration: Intramuscular (IM)|Intravenous (IV),Intravenous (IV),Oral,1,0,0
1,route of administration: Intravenous (IV),NA,1,0,0
1,route of administration: Intravenous (IV),Oral,NA,1,0,0
1,route of administration: Intravenous (IV),Oral,Subcutaneous (SC),1,0,0
1,route of administration: Oral,1,0,0
1,route of administration: Oral,Subcutaneous (SC),1,0,0
1,drug therapy ongoing: NO,NA,1,0,0
1,drug therapy ongoing: YES,1,0,0
1,anatomic neoplasm subdivision: Left Lower Inner Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Lower Inner Quadrant|Left Lower Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Lower Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Lower Inner Quadrant,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Lower Inner Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Lower Inner Quadrant|Left Lower Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Upper Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Upper Outer Quadrant|Left Lower Inner Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Upper Outer Quadrant|Left Lower Inner Quadrant|Left Lower Outer Quadrant,1,0,0
1,anatomic neoplasm subdivision: Left Upper Inner Quadrant|Left Upper Outer Quadrant|Left Lower Inner Quadrant|Left Lower Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Outer Quadrant|Left Lower Outer Quadrant,1,0,0
1,anatomic neoplasm subdivision: Left Upper Outer Quadrant|Left Lower Outer Quadrant|Left,1,0,0
1,anatomic neoplasm subdivision: Left Upper Outer Quadrant|Right,1,0,0
1,anatomic neoplasm subdivision: Right Lower Inner Quadrant,1,0,0
1,anatomic neoplasm subdivision: Right Lower Inner Quadrant|Right,1,0,0
