archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,REGULATION OF APOPTOSIS,3.7052e-14,0.18751,0.1521,1,1
1,MACROMOLECULE BIOSYNTHETIC PROCESS,2.5092e-12,0.18689,0.17759,1,1
1,CYTOSKELETON,2.9368e-15,0.17839,0.18077,1,1
1,REGULATION OF PROGRAMMED CELL DEATH,3.5955e-13,0.17749,0.14238,1,1
1,ORGANELLE MEMBRANE,2.6744e-16,0.1627,0.16995,1,1
1,PROTEIN COMPLEX,1.3158e-22,0.16098,0.17941,1,1
1,NUCLEOBASENUCLEOSIDENUCLEOTIDE AND NUCLEIC ACID METABOLIC PROCESS,9.8358e-27,0.1588,0.16414,1,1
1,RNA METABOLIC PROCESS,9.6359e-26,0.15379,0.15242,1,1
1,APOPTOSIS GO,4.1055e-12,0.15321,0.12233,1,1
1,DNA BINDING,4.5712e-24,0.15259,0.15763,1,1
1,MACROMOLECULE LOCALIZATION,3.0723e-15,0.14865,0.15971,1,1
1,PROTEIN SERINE THREONINE KINASE ACTIVITY,3.4786e-11,0.14682,0.15816,1,1
1,TRANSCRIPTION FACTOR BINDING,3.112e-22,0.14644,0.13709,1,1
1,BIOPOLYMER METABOLIC PROCESS,3.656e-22,0.14402,0.12768,1,1
1,PROGRAMMED CELL DEATH,2.5469e-11,0.14068,0.11455,1,1
1,ENDOMEMBRANE SYSTEM,2.8217e-12,0.1391,0.14793,1,1
1,TRANSFERASE ACTIVITY TRANSFERRING PHOSPHORUS CONTAINING GROUPS,1.6391e-14,0.13789,0.14914,1,1
1,PURINE RIBONUCLEOTIDE BINDING,2.4887e-16,0.13774,0.13219,1,1
1,ORGANELLE ORGANIZATION AND BIOGENESIS,1.2575e-18,0.13292,0.13889,1,1
1,PROTEIN LOCALIZATION,6.9327e-11,0.1237,0.1254,1,1
1,NUCLEOTIDE BINDING,2.2545e-15,0.12145,0.12502,1,1
1,PURINE NUCLEOTIDE BINDING,1.5781e-13,0.12007,0.1153,1,1
1,PROTEIN DIMERIZATION ACTIVITY,2.0886e-09,0.10532,0.097612,1,1
1,ESTABLISHMENT OF PROTEIN LOCALIZATION,1.4545e-08,0.10396,0.10762,1,1
1,PROTEIN TRANSPORT,9.8192e-11,0.10355,0.12548,1,1
1,TRANSCRIPTION COFACTOR ACTIVITY,5.9565e-09,0.093562,0.07264,1,1
1,CELLULAR PROTEIN METABOLIC PROCESS,2.3729e-10,0.076028,0.075046,1,1
1,CYTOPLASM,1.2119e-09,0.073067,0.076326,1,1
1,REGULATION OF NUCLEOBASENUCLEOSIDENUCLEOTIDE AND NUCLEIC ACID METABOLIC PROCESS,5.2647e-07,0.071795,0.062956,1,1
1,BIOPOLYMER MODIFICATION,0.00016604,0.070513,0.054471,1,1
1,CELLULAR MACROMOLECULE METABOLIC PROCESS,1.6032e-09,0.068368,0.069779,1,1
1,TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER,6.0812e-09,0.062433,0.074183,1,1
1,TRANSCRIPTION,6.3775e-08,0.058516,0.057629,1,1
1,TRANSCRIPTION DNA DEPENDENT,1.4399e-08,0.057496,0.064921,1,1
1,RNA BIOSYNTHETIC PROCESS,1.4399e-08,0.057496,0.064921,1,1
1,REGULATION OF METABOLIC PROCESS,1.1034e-05,0.054109,0.047865,1,1
1,PROTEIN MODIFICATION PROCESS,0.0020354,0.053416,0.043797,1,1
1,REGULATION OF CELLULAR METABOLIC PROCESS,1.8382e-05,0.049955,0.046926,1,1
1,REGULATION OF RNA METABOLIC PROCESS,0.00015409,0.042909,0.048535,1,1
1,REGULATION OF GENE EXPRESSION,0.0032827,0.040539,0.031885,1,1
1,days to birth,0.05663,1911,1449.1441,1,0
1,REACTOME INTERFERON SIGNALING,0.0003505,0.35725,0.22504,1,0
1,REACTOME SRP DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,1.3598e-07,0.35549,0.3239,1,0
1,REACTOME TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT,3.8517e-08,0.28478,0.2312,1,0
1,REACTOME CYTOKINE SIGNALING IN IMMUNE SYSTEM,0.00012033,0.25137,0.17453,1,0
1,REACTOME METABOLISM OF AMINO ACIDS AND DERIVATIVES,1.2515e-11,0.20419,0.2069,1,0
1,REACTOME IMMUNE SYSTEM,1.1667e-05,0.13724,0.11852,1,0
1,CELL PROLIFERATION GO 0008283,5.3417e-09,0.13655,0.10933,1,0
1,KINASE ACTIVITY,3.53e-11,0.13309,0.1362,1,0
1,MITOCHONDRION,1.9945e-05,0.13123,0.11404,1,0
1,KEGG HUNTINGTONS DISEASE,0.020094,0.11855,0.073521,1,0
1,STRUCTURAL MOLECULE ACTIVITY,0.009078,0.11403,0.090282,1,0
1,REGULATION OF DEVELOPMENTAL PROCESS,3.0637e-06,0.10455,0.068971,1,0
1,PHOSPHOTRANSFERASE ACTIVITY ALCOHOL GROUP AS ACCEPTOR,2.1023e-07,0.091744,0.11883,1,0
1,POSITIVE REGULATION OF CELLULAR PROCESS,0.00011554,0.088783,0.052071,1,0
1,PROTEIN KINASE ACTIVITY,5.8476e-06,0.087883,0.1125,1,0
1,INTRACELLULAR TRANSPORT,7.2848e-07,0.084915,0.082734,1,0
1,CELLULAR LOCALIZATION,1.9522e-06,0.080833,0.082613,1,0
1,POSITIVE REGULATION OF BIOLOGICAL PROCESS,0.0006368,0.080027,0.044204,1,0
1,CATABOLIC PROCESS,5.0591e-05,0.076458,0.079212,1,0
1,REACTOME METABOLISM OF CARBOHYDRATES,0.00035283,0.074973,0.08881,1,0
1,CELLULAR CATABOLIC PROCESS,0.00014195,0.073233,0.075887,1,0
1,REGULATION OF CELL PROLIFERATION,0.011229,0.070205,0.0438,1,0
1,ENDOPLASMIC RETICULUM,0.0017272,0.067125,0.058778,1,0
1,KEGG ALZHEIMERS DISEASE,0.041429,0.066611,0.05904,1,0
1,ESTABLISHMENT OF CELLULAR LOCALIZATION,2.2386e-06,0.065121,0.085666,1,0
1,PID PDGFRBPATHWAY,0.004291,0.064205,0.052455,1,0
1,NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS,0.00032637,0.061064,0.06363,1,0
1,REGULATION OF CATALYTIC ACTIVITY,0.00075296,0.056837,0.052258,1,0
1,NUCLEOSIDE TRIPHOSPHATASE ACTIVITY,1.4e-06,0.055471,0.068803,1,0
1,HYDROLASE ACTIVITY ACTING ON ACID ANHYDRIDES,8.6061e-05,0.054386,0.053129,1,0
1,PYROPHOSPHATASE ACTIVITY,8.6061e-05,0.054386,0.053129,1,0
1,RESPONSE TO STRESS,0.0045742,0.052726,0.038,1,0
1,PHOSPHORYLATION,0.024718,0.050627,0.044128,1,0
1,POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,0.028814,0.050081,0.031894,1,0
1,PROTEIN METABOLIC PROCESS,3.0316e-06,0.050034,0.052054,1,0
1,REGULATION OF MOLECULAR FUNCTION,0.0088396,0.044503,0.033848,1,0
1,MACROMOLECULAR COMPLEX ASSEMBLY,0.009078,0.037533,0.035445,1,0
1,REGULATION OF TRANSCRIPTIONDNA DEPENDENT,0.012512,0.029796,0.031984,1,0
1,REGULATION OF TRANSCRIPTION,0.045568,0.024922,0.02577,1,0
1,NEGATIVE REGULATION OF TRANSCRIPTION,0.0013712,-0.03769,-0.043552,1,0
1,GOLGI APPARATUS,0.025364,-0.040492,-0.034041,1,0
1,SIGNAL TRANSDUCTION,0.00028556,-0.04356,-0.061645,1,0
1,ENZYME BINDING,0.00048868,-0.052159,-0.056322,1,0
1,ESTABLISHMENT OF LOCALIZATION,0.00039339,-0.053816,-0.046295,1,0
1,REGULATION OF SIGNAL TRANSDUCTION,4.887e-07,-0.060666,-0.10574,1,0
1,OXIDOREDUCTASE ACTIVITY,0.045428,-0.062495,-0.070051,1,0
1,TRANSPORT,1.3438e-07,-0.066437,-0.069387,1,0
1,KEGG ENDOCYTOSIS,2.5761e-06,-0.071152,-0.10028,1,0
1,KEGG REGULATION OF ACTIN CYTOSKELETON,0.0042735,-0.078824,-0.072088,1,0
1,REACTOME HEMOSTASIS,2.24e-05,-0.079853,-0.11235,1,0
1,ENZYME REGULATOR ACTIVITY,3.2225e-07,-0.079883,-0.080294,1,0
1,REACTOME SIGNALING BY GPCR,0.00017248,-0.083855,-0.10515,1,0
1,REACTOME SIGNALLING BY NGF,0.00067211,-0.08475,-0.053203,1,0
1,CATION BINDING,2.5652e-06,-0.092788,-0.10838,1,0
1,CELL FRACTION,2.2488e-07,-0.10084,-0.11219,1,0
1,MEMBRANE,2.6771e-10,-0.10952,-0.11685,1,0
1,REACTOME METABOLISM OF LIPIDS AND LIPOPROTEINS,1.2663e-10,-0.11834,-0.12838,1,0
1,REACTOME TRANSMEMBRANE TRANSPORT OF SMALL MOLECULES,1.4676e-05,-0.12127,-0.093778,1,0
1,REACTOME DEVELOPMENTAL BIOLOGY,1.1437e-05,-0.12575,-0.10424,1,0
1,REGULATION OF BIOLOGICAL QUALITY,7.616e-12,-0.12826,-0.13503,1,0
1,CYTOSOL,1.0952e-12,-0.1312,-0.13615,1,0
1,REACTOME AXON GUIDANCE,6.2181e-05,-0.13379,-0.10934,1,0
1,LIPID METABOLIC PROCESS,3.9116e-10,-0.13606,-0.13897,1,0
1,MEMBRANE PART,2.91e-12,-0.14229,-0.13607,1,0
1,CELLULAR LIPID METABOLIC PROCESS,6.2836e-11,-0.1545,-0.13931,1,0
1,TRANSMEMBRANE TRANSPORTER ACTIVITY,2.936e-10,-0.15975,-0.1383,1,0
1,RESPONSE TO CHEMICAL STIMULUS,3.8551e-09,-0.16077,-0.18827,1,0
1,SUBSTRATE SPECIFIC TRANSMEMBRANE TRANSPORTER ACTIVITY,5.0696e-11,-0.16578,-0.14524,1,0
1,REACTOME PLATELET ACTIVATION SIGNALING AND AGGREGATION,1.7207e-10,-0.17346,-0.22698,1,0
1,RECEPTOR ACTIVITY,2.2682e-08,-0.17569,-0.19979,1,0
1,HYDROLASE ACTIVITY ACTING ON ESTER BONDS,8.2282e-16,-0.18414,-0.18247,1,0
1,REACTOME PHOSPHOLIPID METABOLISM,1.1285e-17,-0.18753,-0.1898,1,0
1,RECEPTOR BINDING,2.0953e-11,-0.18837,-0.20551,1,0
1,VESICLE MEDIATED TRANSPORT,2.8587e-22,-0.19367,-0.19487,1,0
1,SUBSTRATE SPECIFIC TRANSPORTER ACTIVITY,1.9435e-18,-0.19428,-0.19664,1,0
1,REACTOME GPCR DOWNSTREAM SIGNALING,7.516e-11,-0.19498,-0.2194,1,0
1,MEMBRANE FRACTION,1.5954e-14,-0.20051,-0.18875,1,0
1,INTRINSIC TO MEMBRANE,8.8653e-15,-0.20444,-0.19435,1,0
1,RESPONSE TO EXTERNAL STIMULUS,1.4942e-06,-0.20677,-0.19178,1,0
1,CELL SURFACE RECEPTOR LINKED SIGNAL TRANSDUCTION GO 0007166,3.5362e-14,-0.20925,-0.21068,1,0
1,INTEGRAL TO MEMBRANE,5.7391e-15,-0.21251,-0.19786,1,0
1,KEGG MAPK SIGNALING PATHWAY,5.0695e-17,-0.22443,-0.22578,1,0
1,TRANSMEMBRANE RECEPTOR ACTIVITY,3.7675e-08,-0.23916,-0.24457,1,0
1,ANATOMICAL STRUCTURE MORPHOGENESIS,9.805e-17,-0.23953,-0.22092,1,0
1,PLASMA MEMBRANE,2.6054e-17,-0.24039,-0.23603,1,0
1,NERVOUS SYSTEM DEVELOPMENT,2.2307e-19,-0.26782,-0.23437,1,0
1,ANATOMICAL STRUCTURE DEVELOPMENT,3.0566e-19,-0.27928,-0.26438,1,0
1,ORGAN DEVELOPMENT,1.1883e-13,-0.28193,-0.25147,1,0
1,SYSTEM PROCESS,1.0333e-20,-0.28324,-0.30627,1,0
1,PLASMA MEMBRANE PART,3.6682e-18,-0.28389,-0.27314,1,0
1,MULTICELLULAR ORGANISMAL DEVELOPMENT,9.0667e-20,-0.28609,-0.25995,1,0
1,INTRINSIC TO PLASMA MEMBRANE,8.3801e-17,-0.29533,-0.27418,1,0
1,INTEGRAL TO PLASMA MEMBRANE,5.4969e-17,-0.29587,-0.27789,1,0
1,SYSTEM DEVELOPMENT,1.6472e-18,-0.30965,-0.27177,1,0
1,KEGG FOCAL ADHESION,1.94e-12,-0.38101,-0.3304,1,0
1,EXTRACELLULAR REGION,1.3424e-14,-0.49967,-0.46717,1,0
1,EXTRACELLULAR REGION PART,3.0623e-13,-0.51552,-0.45711,1,0
1,percent normal cells,7.0548e-06,-1,-11.2052,1,0
1,number of lymphnodes positive by he,0.018626,-1,-1.088,1,0
1,age at initial pathologic diagnosis,0.059314,-5,-3.9865,1,0
1,percent stromal cells,0.0024915,-8,-7.7104,1,0
1,percent monocyte infiltration,0.48845,0,-0.26398,0,1
1,percent neutrophil infiltration,0.96613,0,-0.21843,0,1
1,days to collection,0.12951,325,363.2171,0,0
1,days to last followup,0.17263,157.5,537.4692,0,0
1,IDENTICAL PROTEIN BINDING,0.11952,0.035035,0.018089,0,0
1,CYTOPLASMIC PART,0.10729,0.031165,0.020114,0,0
1,PROTEIN KINASE CASCADE,0.94269,0.02977,-0.013812,0,0
1,REACTOME FATTY ACID TRIACYLGLYCEROL AND KETONE BODY METABOLISM,0.34803,0.029059,0.011326,0,0
1,CYTOSKELETON ORGANIZATION AND BIOGENESIS,0.26148,0.027295,0.024772,0,0
1,INTRACELLULAR SIGNALING CASCADE,0.20965,0.02387,0.010471,0,0
1,CELLULAR COMPONENT ASSEMBLY,0.24336,0.022202,0.013567,0,0
1,CYTOSKELETAL PROTEIN BINDING,0.31028,0.021079,0.03274,0,0
1,REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER,0.16189,0.020707,0.023806,0,0
1,POST TRANSLATIONAL PROTEIN MODIFICATION,0.096507,0.019972,0.02199,0,0
1,TRANSCRIPTION FACTOR ACTIVITY,0.12786,0.01788,0.026795,0,0
1,IMMUNE SYSTEM PROCESS,0.70314,0.0064149,-0.041275,0,0
1,PROTEIN AMINO ACID PHOSPHORYLATION,0.73162,0.0046851,0.014532,0,0
1,CELL DEVELOPMENT,0.80135,0.0038945,-0.014043,0,0
1,ION BINDING,0.95959,0.0023102,0.0024626,0,0
1,KEGG PATHWAYS IN CANCER,0.82892,0.0016856,0.0074726,0,0
1,NEGATIVE REGULATION OF NUCLEOBASENUCLEOSIDENUCLEOTIDE AND NUCLEIC ACID METABOLIC PROCESS,0.88363,0.001672,-0.0061133,0,0
1,PROTEOLYSIS,0.98307,-0.0011329,-0.00083595,0,0
1,NEGATIVE REGULATION OF BIOLOGICAL PROCESS,0.89184,-0.0011853,-0.0015099,0,0
1,NEGATIVE REGULATION OF CELLULAR PROCESS,0.59039,-0.0031479,0.0066069,0,0
1,NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS,0.43366,-0.0077788,-0.011055,0,0
1,NEGATIVE REGULATION OF METABOLIC PROCESS,0.37983,-0.0099834,-0.011923,0,0
1,POSITIVE REGULATION OF METABOLIC PROCESS,0.64156,-0.030618,-0.01059,0,0
1,POSITIVE REGULATION OF CELLULAR METABOLIC PROCESS,0.13203,-0.050912,-0.032144,0,0
1,REACTOME INNATE IMMUNE SYSTEM,0.21973,-0.05503,-0.04862,0,0
1,her2 neu chromosone 17 signal ratio value,0.55216,-0.1,-0.66382,0,0
1,percent lymphocyte infiltration,0.24459,-0.5,-1.4867,0,0
1,her2 neu breast carcinoma copy analysis input total number,0.83637,-0.7,-67.0215,0,0
1,year of initial pathologic diagnosis,0.17883,-1,-0.91717,0,0
1,lymph node examined count,0.95155,-2.5,-0.34809,0,0
1,tumor weight,0.67066,-14.5,-6.5553,0,0
1,initial weight,0.24603,-20,52.2464,0,0
2,percent tumor nuclei,5.3248e-05,7.5,14.8641,1,1
2,REACTOME CELL CYCLE,1.7882e-08,0.24993,0.25719,1,1
2,REACTOME DNA REPLICATION,4.3357e-05,0.24882,0.23756,1,1
2,REACTOME CELL CYCLE MITOTIC,1.3259e-06,0.22537,0.23304,1,1
2,REACTOME MRNA PROCESSING,1.8943e-11,0.19141,0.17095,1,1
2,REACTOME PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA,2.8655e-11,0.18182,0.16999,1,1
2,RNA PROCESSING,9.6047e-14,0.17548,0.17223,1,1
2,NUCLEOPLASM,1.5629e-19,0.16949,0.1894,1,1
2,ENDOMEMBRANE SYSTEM,1.1091e-12,0.16473,0.15999,1,1
2,NUCLEAR PART,2.0966e-14,0.15768,0.16215,1,1
2,NUCLEOPLASM PART,2.1724e-18,0.15756,0.17071,1,1
2,REACTOME ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION,1.9651e-10,0.15485,0.16714,1,1
2,CATABOLIC PROCESS,1.7639e-11,0.15088,0.14383,1,1
2,NUCLEAR LUMEN,3.7675e-14,0.14689,0.16447,1,1
2,CELLULAR CATABOLIC PROCESS,2.8791e-10,0.1388,0.13465,1,1
2,GOLGI APPARATUS,1.2158e-13,0.13573,0.15022,1,1
2,CYTOSKELETAL PART,7.4777e-08,0.13342,0.14975,1,1
2,MACROMOLECULAR COMPLEX ASSEMBLY,1.3511e-17,0.12784,0.12198,1,1
2,CELLULAR COMPONENT ASSEMBLY,1.3073e-16,0.12686,0.11117,1,1
2,INTRACELLULAR TRANSPORT,6.2188e-14,0.12432,0.12893,1,1
2,ORGANELLE PART,9.5668e-13,0.11984,0.13134,1,1
2,NUCLEUS,2.1977e-14,0.11977,0.10662,1,1
2,ESTABLISHMENT OF CELLULAR LOCALIZATION,2.5406e-13,0.11834,0.1319,1,1
2,INTRACELLULAR ORGANELLE PART,1.4702e-12,0.11826,0.13026,1,1
2,DNA METABOLIC PROCESS,1.4165e-05,0.11703,0.092384,1,1
2,ORGANELLE LUMEN,2.7072e-10,0.1147,0.12983,1,1
2,MEMBRANE ENCLOSED LUMEN,2.7072e-10,0.1147,0.12983,1,1
2,CELLULAR LOCALIZATION,4.5975e-12,0.11369,0.11875,1,1
2,REACTOME PHOSPHOLIPID METABOLISM,1.3367e-10,0.1127,0.13021,1,1
2,HYDROLASE ACTIVITY ACTING ON ACID ANHYDRIDES,1.8061e-12,0.11156,0.11208,1,1
2,PYROPHOSPHATASE ACTIVITY,1.8061e-12,0.11156,0.11208,1,1
2,ORGANELLE MEMBRANE,1.3988e-07,0.10642,0.10268,1,1
2,NUCLEOSIDE TRIPHOSPHATASE ACTIVITY,1.1553e-12,0.10487,0.11504,1,1
2,PROTEIN TRANSPORT,5.8192e-09,0.097118,0.11099,1,1
2,ORGANELLE ORGANIZATION AND BIOGENESIS,7.4927e-10,0.096306,0.089279,1,1
2,REACTOME APOPTOSIS,0.0020473,0.092472,0.073969,1,1
2,REACTOME SIGNALLING BY NGF,4.1347e-10,0.079045,0.10221,1,1
2,RNA METABOLIC PROCESS,1.2992e-10,0.077821,0.071577,1,1
2,REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER,1.225e-09,0.076359,0.087281,1,1
2,REGULATION OF NUCLEOBASENUCLEOSIDENUCLEOTIDE AND NUCLEIC ACID METABOLIC PROCESS,5.6776e-11,0.075006,0.075536,1,1
2,REGULATION OF RNA METABOLIC PROCESS,5.3465e-10,0.069732,0.076768,1,1
2,BIOPOLYMER METABOLIC PROCESS,3.0571e-12,0.069649,0.069971,1,1
2,NUCLEOBASENUCLEOSIDENUCLEOTIDE AND NUCLEIC ACID METABOLIC PROCESS,6.7094e-08,0.06473,0.057541,1,1
2,MACROMOLECULAR COMPLEX,1.8537e-07,0.063842,0.084147,1,1
2,REGULATION OF TRANSCRIPTIONDNA DEPENDENT,8.3496e-09,0.061461,0.071281,1,1
2,POST TRANSLATIONAL PROTEIN MODIFICATION,1.359e-05,0.054311,0.065064,1,1
2,PROTEIN COMPLEX,1.3375e-07,0.054006,0.084359,1,1
2,TRANSCRIPTION COFACTOR ACTIVITY,5.3182e-05,0.049249,0.05201,1,1
2,TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER,0.00024872,0.046767,0.044286,1,1
2,age at initial pathologic diagnosis,0.014386,5,4.9635,1,0
2,percent tumor cells,0.067364,2.5,10.274,1,0
2,REACTOME MITOTIC M M G1 PHASES,5.5385e-05,0.23078,0.23261,1,0
2,CELL CYCLE PROCESS,0.00066892,0.16591,0.1869,1,0
2,MITOTIC CELL CYCLE,0.010873,0.11742,0.13525,1,0
2,REACTOME TRANSMEMBRANE TRANSPORT OF SMALL MOLECULES,1.9742e-07,0.1015,0.10951,1,0
2,ENVELOPE,5.9321e-06,0.089838,0.10694,1,0
2,ORGANELLE ENVELOPE,5.9321e-06,0.089838,0.10694,1,0
2,ENZYME BINDING,1.4149e-10,0.085388,0.097087,1,0
2,REACTOME HIV INFECTION,0.011943,0.084192,0.069475,1,0
2,TRANSMEMBRANE TRANSPORTER ACTIVITY,6.4499e-05,0.077081,0.093245,1,0
2,CYTOSOL,3.2518e-05,0.076908,0.070899,1,0
2,TRANSPORT,1.4087e-07,0.071427,0.06474,1,0
2,RIBONUCLEOPROTEIN COMPLEX,0.00086403,0.067503,0.087192,1,0
2,VESICLE MEDIATED TRANSPORT,8.7188e-08,0.063693,0.092199,1,0
2,MACROMOLECULE LOCALIZATION,2.1681e-06,0.061209,0.089185,1,0
2,ESTABLISHMENT OF LOCALIZATION,7.1865e-06,0.060172,0.056966,1,0
2,CELL CYCLE GO 0007049,0.045756,0.053133,0.068096,1,0
2,REGULATION OF TRANSCRIPTION,5.803e-08,0.052709,0.062152,1,0
2,SUBSTRATE SPECIFIC TRANSMEMBRANE TRANSPORTER ACTIVITY,0.0038932,0.052183,0.067411,1,0
2,REGULATION OF METABOLIC PROCESS,1.5476e-05,0.046208,0.038559,1,0
2,REGULATION OF CELLULAR METABOLIC PROCESS,1.1482e-05,0.046028,0.039823,1,0
2,KEGG ENDOCYTOSIS,9.0341e-05,0.044859,0.068636,1,0
2,SUBSTRATE SPECIFIC TRANSPORTER ACTIVITY,0.028625,0.04395,0.049221,1,0
2,PROTEIN DIMERIZATION ACTIVITY,0.047522,0.043883,0.025411,1,0
2,REGULATION OF GENE EXPRESSION,4.2954e-05,0.042878,0.039599,1,0
2,CYTOPLASMIC PART,0.0012356,0.041878,0.04315,1,0
2,BIOPOLYMER MODIFICATION,0.00049665,0.04147,0.049195,1,0
2,PROTEIN MODIFICATION PROCESS,0.00058801,0.038114,0.047928,1,0
2,MITOCHONDRION,0.051021,0.037384,0.046459,1,0
2,PROTEIN LOCALIZATION,0.0023087,0.037179,0.058232,1,0
2,PROTEIN SERINE THREONINE KINASE ACTIVITY,0.033159,0.03659,0.044445,1,0
2,REACTOME CLASS I MHC MEDIATED ANTIGEN PROCESSING PRESENTATION,0.048254,0.035199,0.049812,1,0
2,ESTABLISHMENT OF PROTEIN LOCALIZATION,0.0011211,0.032122,0.060631,1,0
2,TRANSCRIPTION,0.0011435,0.030014,0.032999,1,0
2,TRANSCRIPTION DNA DEPENDENT,0.0022301,0.028161,0.034102,1,0
2,RNA BIOSYNTHETIC PROCESS,0.0022301,0.028161,0.034102,1,0
2,CYTOPLASM,0.021453,0.023295,0.027695,1,0
2,NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS,0.065639,-0.022157,-0.020321,1,0
2,PROTEIN METABOLIC PROCESS,0.071492,-0.024768,-0.017104,1,0
2,MEMBRANE FRACTION,0.0065033,-0.036036,-0.053683,1,0
2,ENZYME REGULATOR ACTIVITY,0.00056042,-0.045622,-0.043586,1,0
2,REACTOME METABOLISM OF PROTEINS,0.04618,-0.0459,-0.068854,1,0
2,REACTOME ADAPTIVE IMMUNE SYSTEM,0.072313,-0.050005,-0.039006,1,0
2,REGULATION OF MOLECULAR FUNCTION,0.0005704,-0.051962,-0.047437,1,0
2,LIPID METABOLIC PROCESS,0.00027799,-0.05288,-0.071151,1,0
